structural_record_id,group,operating_company,brand_family,brand,category_scope,relationship_type,ownership_start,ownership_end,source_id,verification_status,notes,category_crosswalk_id,canonical_sector,canonical_category,canonical_subcategory,primary_universe_status,category_mapping_status,current_at_reference_date,strict_control_primary,structural_brand_count_key,structural_brand_breadth_eligible,structural_category_breadth_eligible,structural_category_count_key,structural_exclusion_reason
STR_092,Indofood,Bogasari Group,La Fonte,La Fonte,pasta,controlled,,,SRC_IDF_003,verified_current_control,,CAT026,Food,Pasta,,included,direct,yes,yes,indofood__la_fonte,yes,yes,indofood__pasta,
STR_093,Indofood,Agribusiness - Edible Oils & Fats Division,Bimoli,Bimoli,cooking oil,controlled,,,SRC_IDF_004,verified_current_control,,CAT010,Food,Edible Oils and Fats,Cooking Oil,included,direct,yes,yes,indofood__bimoli,yes,yes,indofood__edible_oils_and_fats,
STR_094,Indofood,Agribusiness - Edible Oils & Fats Division,Bimoli,Bimoli Spesial,cooking oil,controlled,,,SRC_IDF_004,verified_current_control,,CAT010,Food,Edible Oils and Fats,Cooking Oil,included,direct,yes,yes,indofood__bimoli,yes,yes,indofood__edible_oils_and_fats,
STR_095,Indofood,Agribusiness - Edible Oils & Fats Division,Delima,Delima,cooking oil,controlled,,,SRC_IDF_004,verified_current_control,,CAT010,Food,Edible Oils and Fats,Cooking Oil,included,direct,yes,yes,indofood__delima,yes,yes,indofood__edible_oils_and_fats,
STR_096,Indofood,Agribusiness - Edible Oils & Fats Division,Happy,Happy,cooking oil,controlled,,,SRC_IDF_004,verified_current_control,,CAT010,Food,Edible Oils and Fats,Cooking Oil,included,direct,yes,yes,indofood__happy,yes,yes,indofood__edible_oils_and_fats,
STR_097,Indofood,Agribusiness - Edible Oils & Fats Division,Palmia,Palmia,margarine,controlled,,,SRC_IDF_004,verified_current_control,,CAT022,Food,Edible Oils and Fats,Margarine,included,direct,yes,yes,indofood__palmia,yes,yes,indofood__edible_oils_and_fats,
STR_098,Indofood,Agribusiness - Edible Oils & Fats Division,Royal Palmia,Royal Palmia,margarine,controlled,,,SRC_IDF_004,verified_current_control,,CAT022,Food,Edible Oils and Fats,Margarine,included,direct,yes,yes,indofood__royal_palmia,yes,yes,indofood__edible_oils_and_fats,
STR_099,Indofood,Agribusiness - Edible Oils & Fats Division,Amanda,Amanda,margarine and shortening,controlled,,,SRC_IDF_004,verified_current_control,,CAT023,Food,Edible Oils and Fats,Margarine and Shortening,included,direct,yes,yes,indofood__amanda,yes,yes,indofood__edible_oils_and_fats,
STR_100,Mayora,PT Mayora Indah Tbk,Roma,Roma,biscuits,controlled,,,SRC_MYR_003;SRC_MYR_004,verified_consolidated_control,,CAT004,Food,Biscuits,,included,direct,yes,yes,mayora__roma,yes,yes,mayora__biscuits,
STR_101,Mayora,PT Mayora Indah Tbk,Royal Choice,Royal Choice,biscuits,controlled,,,SRC_MYR_003;SRC_MYR_004,verified_consolidated_control,,CAT004,Food,Biscuits,,included,direct,yes,yes,mayora__royal_choice,yes,yes,mayora__biscuits,
STR_102,Mayora,PT Mayora Indah Tbk,Better,Better,biscuits,controlled,,,SRC_MYR_003;SRC_MYR_004,verified_consolidated_control,,CAT004,Food,Biscuits,,included,direct,yes,yes,mayora__better,yes,yes,mayora__biscuits,
STR_103,Mayora,PT Mayora Indah Tbk,Slai O Lai,Slai O Lai,biscuits,controlled,,,SRC_MYR_003;SRC_MYR_004,verified_consolidated_control,,CAT004,Food,Biscuits,,included,direct,yes,yes,mayora__slai_o_lai,yes,yes,mayora__biscuits,
STR_104,Mayora,PT Mayora Indah Tbk,Sari Gandum,Sari Gandum,biscuits,controlled,,,SRC_MYR_003;SRC_MYR_004,verified_consolidated_control,,CAT004,Food,Biscuits,,included,direct,yes,yes,mayora__sari_gandum,yes,yes,mayora__biscuits,
STR_105,Mayora,PT Mayora Indah Tbk,Coffeejoy,Coffeejoy,biscuits,controlled,,,SRC_MYR_003;SRC_MYR_004,verified_consolidated_control,,CAT004,Food,Biscuits,,included,direct,yes,yes,mayora__coffeejoy,yes,yes,mayora__biscuits,
STR_106,Mayora,PT Mayora Indah Tbk,Kopiko,Kopiko,confectionery,controlled,,,SRC_MYR_003;SRC_MYR_004,verified_consolidated_control,,CAT009,Food,Confectionery,,included,direct,yes,yes,mayora__kopiko,yes,yes,mayora__confectionery,
STR_107,Mayora,PT Mayora Indah Tbk,KIS,KIS,confectionery,controlled,,,SRC_MYR_003;SRC_MYR_004,verified_consolidated_control,,CAT009,Food,Confectionery,,included,direct,yes,yes,mayora__kis,yes,yes,mayora__confectionery,
STR_108,Mayora,PT Mayora Indah Tbk,Tamarin,Tamarin,confectionery,controlled,,,SRC_MYR_003;SRC_MYR_004,verified_consolidated_control,,CAT009,Food,Confectionery,,included,direct,yes,yes,mayora__tamarin,yes,yes,mayora__confectionery,
STR_109,Mayora,PT Mayora Indah Tbk,Fruta Gummy,Fruta Gummy,confectionery,controlled,,,SRC_MYR_003;SRC_MYR_004,verified_consolidated_control,,CAT009,Food,Confectionery,,included,direct,yes,yes,mayora__fruta_gummy,yes,yes,mayora__confectionery,
STR_110,Mayora,PT Mayora Indah Tbk,Fruitivit,Fruitivit,confectionery,controlled,,,SRC_MYR_003;SRC_MYR_004,verified_consolidated_control,,CAT009,Food,Confectionery,,included,direct,yes,yes,mayora__fruitivit,yes,yes,mayora__confectionery,
STR_111,Mayora,PT Mayora Indah Tbk,Beng Beng,Beng Beng,wafer,controlled,,,SRC_MYR_003;SRC_MYR_004,verified_consolidated_control,,CAT034,Food,Wafers,,included,direct,yes,yes,mayora__beng_beng,yes,yes,mayora__wafers,
STR_112,Mayora,PT Mayora Indah Tbk,Astor,Astor,wafer,controlled,,,SRC_MYR_003;SRC_MYR_004,verified_consolidated_control,,CAT034,Food,Wafers,,included,direct,yes,yes,mayora__astor,yes,yes,mayora__wafers,
STR_113,Mayora,PT Mayora Indah Tbk,Wafello,Wafello,wafer,controlled,,,SRC_MYR_003;SRC_MYR_004,verified_consolidated_control,,CAT034,Food,Wafers,,included,direct,yes,yes,mayora__wafello,yes,yes,mayora__wafers,
STR_114,Mayora,PT Mayora Indah Tbk,Superstar,Superstar Wafer,wafer,controlled,,,SRC_MYR_003;SRC_MYR_004,verified_consolidated_control,,CAT034,Food,Wafers,,included,direct,yes,yes,mayora__superstar,yes,yes,mayora__wafers,
STR_115,Mayora,PT Mayora Indah Tbk / PT Torabika Eka Semesta,Choki-Choki,Choki-Choki,chocolate,controlled,,,SRC_MYR_003;SRC_MYR_004,verified_consolidated_control,,CAT006,Food,Chocolate,,included,direct,yes,yes,mayora__choki_choki,yes,yes,mayora__chocolate,
STR_116,Mayora,PT Mayora Indah Tbk / PT Torabika Eka Semesta,Beng Beng,Drink Beng Beng,chocolate drink,controlled,,,SRC_MYR_003;SRC_MYR_004,verified_consolidated_control,,CAT007,Beverages,Chocolate Drinks,,included,direct,yes,yes,mayora__beng_beng,yes,yes,mayora__chocolate_drinks,
STR_117,Mayora,PT Mayora Indah Tbk / PT Torabika Eka Semesta,Dark Wonder,Dark Wonder,chocolate,controlled,,,SRC_MYR_003;SRC_MYR_004,verified_consolidated_control,,CAT006,Food,Chocolate,,included,direct,yes,yes,mayora__dark_wonder,yes,yes,mayora__chocolate,
STR_118,Mayora,PT Torabika Eka Semesta,Torabika,Torabika,coffee,controlled,,,SRC_MYR_003;SRC_MYR_004,verified_consolidated_control,,CAT008,Beverages,Coffee,,included,direct,yes,yes,mayora__torabika,yes,yes,mayora__coffee,
STR_119,Mayora,PT Torabika Eka Semesta,Kopiko,Kopiko Brown Coffee,coffee,controlled,,,SRC_MYR_003;SRC_MYR_004,verified_consolidated_control,,CAT008,Beverages,Coffee,,included,direct,yes,yes,mayora__kopiko,yes,yes,mayora__coffee,
STR_120,Mayora,PT Torabika Eka Semesta,Toracafe,Toracafe,coffee,controlled,,,SRC_MYR_003;SRC_MYR_004,verified_consolidated_control,,CAT008,Beverages,Coffee,,included,direct,yes,yes,mayora__toracafe,yes,yes,mayora__coffee,
STR_121,Mayora,PT Torabika Eka Semesta,Teh Pucuk Susu,Teh Pucuk Susu Jasmine,tea-based beverage,controlled,,,SRC_MYR_003;SRC_MYR_004,verified_consolidated_control,,CAT033,Beverages,Tea,Tea-based Beverage,included,direct,yes,yes,mayora__teh_pucuk_susu,yes,yes,mayora__tea,
STR_122,Mayora,PT Torabika Eka Semesta,Energen,Energen,health food,controlled,,,SRC_MYR_003;SRC_MYR_004,verified_consolidated_control,,CAT018,Food,Nutrition and Health Foods,Health Food,included,direct,yes,yes,mayora__energen,yes,yes,mayora__nutrition_and_health_foods,
STR_123,Mayora,PT Torabika Eka Semesta,Prima Cereal,Prima Cereal,health food,controlled,,,SRC_MYR_003;SRC_MYR_004,verified_consolidated_control,,CAT018,Food,Nutrition and Health Foods,Health Food,included,direct,yes,yes,mayora__prima_cereal,yes,yes,mayora__nutrition_and_health_foods,
STR_124,Mayora,PT Tirta Fresindo Jaya,Le Minerale,Le Minerale,packaged water,related_group_affiliate,,,SRC_MYR_003;SRC_MYR_005;SRC_LMN_001,verified_related_party_operator_not_consolidated,Excluded from strict-control primary view; sensitivity only.,CAT025,Beverages,Packaged Water,,included,direct,yes,no,mayora__le_minerale,no,no,,outside_current_strict_control_primary_view
STR_125,Unilever Indonesia,PT Unilever Indonesia Tbk,Citra,Citra,beauty and wellbeing,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT001,Personal Care,Beauty and Wellbeing,,included,direct,yes,yes,unilever_indonesia__citra,yes,yes,unilever_indonesia__beauty_and_wellbeing,
STR_126,Unilever Indonesia,PT Unilever Indonesia Tbk,Clear,Clear,beauty and wellbeing,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT001,Personal Care,Beauty and Wellbeing,,included,direct,yes,yes,unilever_indonesia__clear,yes,yes,unilever_indonesia__beauty_and_wellbeing,
STR_127,Unilever Indonesia,PT Unilever Indonesia Tbk,Baby Dove,Baby Dove,beauty and wellbeing,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT001,Personal Care,Beauty and Wellbeing,,included,direct,yes,yes,unilever_indonesia__baby_dove,yes,yes,unilever_indonesia__beauty_and_wellbeing,
STR_128,Unilever Indonesia,PT Unilever Indonesia Tbk,Dove,Dove,beauty and wellbeing / personal care,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT002,Personal Care,Personal Care,,included,resolved_with_caveat,yes,yes,unilever_indonesia__dove,yes,yes,unilever_indonesia__personal_care,
STR_129,Unilever Indonesia,PT Unilever Indonesia Tbk,Glow & Lovely,Glow & Lovely,beauty and wellbeing / personal care,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT002,Personal Care,Personal Care,,included,resolved_with_caveat,yes,yes,unilever_indonesia__glow_lovely,yes,yes,unilever_indonesia__personal_care,
STR_130,Unilever Indonesia,PT Unilever Indonesia Tbk,Lifebuoy,Lifebuoy,beauty and wellbeing / personal care / home care,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT003,,,,included,requires_brand_level_mapping,yes,yes,unilever_indonesia__lifebuoy,yes,no,,category_mapping_not_ready_for_category_breadth
STR_131,Unilever Indonesia,PT Unilever Indonesia Tbk,Pond's,Pond's,beauty and wellbeing,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT001,Personal Care,Beauty and Wellbeing,,included,direct,yes,yes,unilever_indonesia__pond_s,yes,yes,unilever_indonesia__beauty_and_wellbeing,
STR_132,Unilever Indonesia,PT Unilever Indonesia Tbk,Sunsilk,Sunsilk,beauty and wellbeing,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT001,Personal Care,Beauty and Wellbeing,,included,direct,yes,yes,unilever_indonesia__sunsilk,yes,yes,unilever_indonesia__beauty_and_wellbeing,
STR_133,Unilever Indonesia,PT Unilever Indonesia Tbk,TRESemmé,TRESemmé,beauty and wellbeing,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT001,Personal Care,Beauty and Wellbeing,,included,direct,yes,yes,unilever_indonesia__tresemm,yes,yes,unilever_indonesia__beauty_and_wellbeing,
STR_134,Unilever Indonesia,PT Unilever Indonesia Tbk,Vaseline,Vaseline,beauty and wellbeing,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT001,Personal Care,Beauty and Wellbeing,,included,direct,yes,yes,unilever_indonesia__vaseline,yes,yes,unilever_indonesia__beauty_and_wellbeing,
STR_135,Unilever Indonesia,PT Unilever Indonesia Tbk,Zwitsal,Zwitsal,beauty and wellbeing,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT001,Personal Care,Beauty and Wellbeing,,included,direct,yes,yes,unilever_indonesia__zwitsal,yes,yes,unilever_indonesia__beauty_and_wellbeing,
STR_136,Unilever Indonesia,PT Unilever Indonesia Tbk,Axe,Axe,personal care,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT028,Personal Care,Personal Care,,included,direct,yes,yes,unilever_indonesia__axe,yes,yes,unilever_indonesia__personal_care,
STR_137,Unilever Indonesia,PT Unilever Indonesia Tbk,Close Up,Close Up,personal care,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT028,Personal Care,Personal Care,,included,direct,yes,yes,unilever_indonesia__close_up,yes,yes,unilever_indonesia__personal_care,
STR_138,Unilever Indonesia,PT Unilever Indonesia Tbk,Pepsodent,Pepsodent,personal care,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT028,Personal Care,Personal Care,,included,direct,yes,yes,unilever_indonesia__pepsodent,yes,yes,unilever_indonesia__personal_care,
STR_139,Unilever Indonesia,PT Unilever Indonesia Tbk,Lux,Lux,personal care,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT028,Personal Care,Personal Care,,included,direct,yes,yes,unilever_indonesia__lux,yes,yes,unilever_indonesia__personal_care,
STR_140,Unilever Indonesia,PT Unilever Indonesia Tbk,Rexona,Rexona,personal care,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT028,Personal Care,Personal Care,,included,direct,yes,yes,unilever_indonesia__rexona,yes,yes,unilever_indonesia__personal_care,
STR_141,Unilever Indonesia,PT Unilever Indonesia Tbk,Sunlight,Sunlight,home care,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT019,Home Care,Home Care,,included,direct,yes,yes,unilever_indonesia__sunlight,yes,yes,unilever_indonesia__home_care,
STR_142,Unilever Indonesia,PT Unilever Indonesia Tbk,Rinso,Rinso,home care,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT019,Home Care,Home Care,,included,direct,yes,yes,unilever_indonesia__rinso,yes,yes,unilever_indonesia__home_care,
STR_143,Unilever Indonesia,PT Unilever Indonesia Tbk,Molto,Molto,home care,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT019,Home Care,Home Care,,included,direct,yes,yes,unilever_indonesia__molto,yes,yes,unilever_indonesia__home_care,
STR_144,Unilever Indonesia,PT Unilever Indonesia Tbk,Superpell,Superpell,home care,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT019,Home Care,Home Care,,included,direct,yes,yes,unilever_indonesia__superpell,yes,yes,unilever_indonesia__home_care,
STR_145,Unilever Indonesia,PT Unilever Indonesia Tbk,Vixal,Vixal,home care,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT019,Home Care,Home Care,,included,direct,yes,yes,unilever_indonesia__vixal,yes,yes,unilever_indonesia__home_care,
STR_146,Unilever Indonesia,PT Unilever Indonesia Tbk,Wipol,Wipol,home care,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT019,Home Care,Home Care,,included,direct,yes,yes,unilever_indonesia__wipol,yes,yes,unilever_indonesia__home_care,
STR_147,Unilever Indonesia,PT Unilever Indonesia Tbk,Bango,Bango,foods,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT015,Food,General Foods,,included,resolved_with_caveat,yes,yes,unilever_indonesia__bango,yes,yes,unilever_indonesia__general_foods,
STR_148,Unilever Indonesia,PT Unilever Indonesia Tbk,Buavita,Buavita,foods,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT015,Food,General Foods,,included,resolved_with_caveat,yes,yes,unilever_indonesia__buavita,yes,yes,unilever_indonesia__general_foods,
STR_149,Unilever Indonesia,PT Unilever Indonesia Tbk,Royco,Royco,foods,controlled,,,SRC_UNV_001;SRC_UNV_003,verified_2024_portfolio_no_divestment_identified,,CAT015,Food,General Foods,,included,resolved_with_caveat,yes,yes,unilever_indonesia__royco,yes,yes,unilever_indonesia__general_foods,
STR_150,Unilever Indonesia,PT Unilever Indonesia Tbk,SariWangi,SariWangi,tea,former_portfolio,,2026-03-02,SRC_UNV_001;SRC_UNV_002,verified_divestment,Historical portfolio; end date follows disclosed transfer.,CAT032,Beverages,Tea,Tea,included,direct,no,no,unilever_indonesia__sariwangi,no,no,,outside_current_strict_control_primary_view
STR_151,Unilever Indonesia,PT Unilever Indonesia Tbk,Cornetto,Cornetto,ice cream,former_portfolio,,2025-12-08,SRC_UNV_001;SRC_UNV_002,verified_divestment,Historical portfolio; end date follows disclosed transfer.,CAT020,Dairy,Ice Cream,,included,direct,no,no,unilever_indonesia__cornetto,no,no,,outside_current_strict_control_primary_view
STR_152,Unilever Indonesia,PT Unilever Indonesia Tbk,Magnum,Magnum,ice cream,former_portfolio,,2025-12-08,SRC_UNV_001;SRC_UNV_002,verified_divestment,Historical portfolio; end date follows disclosed transfer.,CAT020,Dairy,Ice Cream,,included,direct,no,no,unilever_indonesia__magnum,no,no,,outside_current_strict_control_primary_view
STR_153,Unilever Indonesia,PT Unilever Indonesia Tbk,Paddle Pop,Paddle Pop,ice cream,former_portfolio,,2025-12-08,SRC_UNV_001;SRC_UNV_002,verified_divestment,Historical portfolio; end date follows disclosed transfer.,CAT020,Dairy,Ice Cream,,included,direct,no,no,unilever_indonesia__paddle_pop,no,no,,outside_current_strict_control_primary_view
STR_154,Unilever Indonesia,PT Unilever Indonesia Tbk,Wall's,Wall's,ice cream,former_portfolio,,2025-12-08,SRC_UNV_001;SRC_UNV_002,verified_divestment,Historical portfolio; end date follows disclosed transfer.,CAT020,Dairy,Ice Cream,,included,direct,no,no,unilever_indonesia__wall_s,no,no,,outside_current_strict_control_primary_view
STR_155,Unilever Indonesia,PT Unilever Indonesia Tbk,Knorr,Knorr,foodservice,controlled_context_only,,,SRC_UNV_001,verified_2024_ufs_portfolio,Context only; excluded from primary household FMCG universe.,CAT016,,,,excluded,excluded_context_only,yes,no,unilever_indonesia__knorr,no,no,,outside_current_strict_control_primary_view
STR_156,Unilever Indonesia,PT Unilever Indonesia Tbk,Hellmann's,Hellmann's,foodservice,controlled_context_only,,,SRC_UNV_001,verified_2024_ufs_portfolio,Context only; excluded from primary household FMCG universe.,CAT016,,,,excluded,excluded_context_only,yes,no,unilever_indonesia__hellmann_s,no,no,,outside_current_strict_control_primary_view
STR_157,Unilever Indonesia,PT Unilever Indonesia Tbk,Lipton,Lipton,foodservice,controlled_context_only,,,SRC_UNV_001,verified_2024_ufs_portfolio,Context only; excluded from primary household FMCG universe.,CAT016,,,,excluded,excluded_context_only,yes,no,unilever_indonesia__lipton,no,no,,outside_current_strict_control_primary_view
